instant,heading,roll,pitch
409.704,2.150439,0.000885,0.020494
409.805,2.152942,0.000606,0.016389
409.906,2.153036,-0.007586,0.003607
410.005,2.151572,-0.016558,-0.014079
410.104,2.147472,-0.03266,-0.036497
410.203,2.140008,-0.055086,-0.061675
410.304,2.132504,-0.079314,-0.07548
410.403,2.125067,-0.089903,-0.078889
410.503,2.118982,-0.09316,-0.071312
410.603,2.11604,-0.08583,-0.061591
410.703,2.116374,-0.076596,-0.055538
410.803,2.118375,-0.065895,-0.052879
410.903,2.121277,-0.057482,-0.057899
411.003,2.122523,-0.054597,-0.060651
411.104,2.123377,-0.049652,-0.065396
411.203,2.12401,-0.050657,-0.068231
411.302,2.123331,-0.055997,-0.074669
411.402,2.120485,-0.066203,-0.080622
411.501,2.116322,-0.078707,-0.082352
411.602,2.111045,-0.095007,-0.085424
411.701,2.104019,-0.113043,-0.080033
411.801,2.097194,-0.123899,-0.069493
411.902,2.092848,-0.128115,-0.056164
412.002,2.0919,-0.124214,-0.031971
412.102,2.097279,-0.104393,0.003353
412.199,2.107849,-0.079612,0.023752
412.303,2.119009,-0.059237,0.031621
412.400,2.129989,-0.043511,0.024537
412.500,2.140191,-0.025305,0.009414
412.601,2.147562,-0.021183,-0.009027
412.700,2.153013,-0.014713,-0.032365
412.799,2.155854,-0.017267,-0.055429
412.901,2.156412,-0.029308,-0.076799
413.000,2.154629,-0.04767,-0.091831
413.100,2.152857,-0.058621,-0.096085
413.199,2.15235,-0.058686,-0.091951
413.299,2.154647,-0.046352,-0.081819
413.397,2.158334,-0.042288,-0.078425
413.499,2.161311,-0.045376,-0.077587
413.599,2.163564,-0.051868,-0.078058
413.699,2.1654,-0.054678,-0.073709
413.798,2.167119,-0.061012,-0.070106
413.898,2.166661,-0.073168,-0.067067
413.997,2.166821,-0.081765,-0.053432
414.098,2.164254,-0.095425,-0.046086
414.198,2.160241,-0.108504,-0.039767
414.299,2.154873,-0.12509,-0.033858
414.403,2.149389,-0.133842,-0.027828
414.498,2.144902,-0.139755,-0.021651
414.597,2.138652,-0.141107,-0.023304
414.697,2.133099,-0.139298,-0.020473
414.796,2.129141,-0.125159,-0.016139
414.896,2.126619,-0.107604,-0.012472
414.996,2.124131,-0.091959,-0.016764
415.097,2.122,-0.077999,-0.025033
415.196,2.119372,-0.063989,-0.034435
415.297,2.117788,-0.048833,-0.049115
415.397,2.116552,-0.029439,-0.064346
415.495,2.116379,-0.012145,-0.078621
415.595,2.116508,-0.001625,-0.087465
415.696,2.11649,0.00961,-0.098615
415.795,2.115689,0.018881,-0.104137
415.896,2.115942,0.019986,-0.097441
415.996,2.117205,0.019743,-0.076205
416.095,2.118823,0.016951,-0.052623
416.194,2.122385,0.017219,-0.025203
416.295,2.127419,0.013425,-0.014919
416.394,2.131211,0.006502,-0.011791
416.497,2.135091,0.001902,-0.014403
416.595,2.138289,-0.004249,-0.015823
416.695,2.139822,-0.012805,-0.026899
416.795,2.140371,-0.025004,-0.037757
416.893,2.140574,-0.03439,-0.048376
416.993,2.141685,-0.036607,-0.051444
417.095,2.143216,-0.038071,-0.043305
417.193,2.145691,-0.036823,-0.035512
417.293,2.148878,-0.038204,-0.034847
417.392,2.15335,-0.04185,-0.044474
417.493,2.155867,-0.046829,-0.053136
417.594,2.156514,-0.059651,-0.065525
417.693,2.155781,-0.07399,-0.078016
417.793,2.152421,-0.091867,-0.088655
417.893,2.147513,-0.112184,-0.098899
417.993,2.13974,-0.136293,-0.100949
418.093,2.131188,-0.157529,-0.09619
418.192,2.123587,-0.174648,-0.086798
418.292,2.115748,-0.18499,-0.073961
418.392,2.109892,-0.190078,-0.063074
418.492,2.106994,-0.187679,-0.045306
418.591,2.107559,-0.173351,-0.030379
418.691,2.114532,-0.147439,-0.009415
418.791,2.122472,-0.131388,-0.001266
418.894,2.130537,-0.122661,-0.002461
418.993,2.137801,-0.108866,-0.007387
419.092,2.143735,-0.096984,-0.018611
419.191,2.147886,-0.087519,-0.030527
419.290,2.150516,-0.084512,-0.042799
419.390,2.150734,-0.082051,-0.051409
419.490,2.149645,-0.083069,-0.061994
419.591,2.146564,-0.078575,-0.070592
419.692,2.142893,-0.072904,-0.079291
419.791,2.138639,-0.072343,-0.084972
419.890,2.135634,-0.073432,-0.082354
419.989,2.133256,-0.066937,-0.075831
420.089,2.132507,-0.060027,-0.066746
420.189,2.133732,-0.047952,-0.050022
420.289,2.138413,-0.030367,-0.028032
420.389,2.146222,-0.016186,-0.000807
420.489,2.157755,-0.00621,0.031239
420.589,2.169352,0.000376,0.050546
420.692,2.180289,0.005312,0.046691
420.788,2.19003,0.001686,0.033545
420.888,2.196893,-0.00842,0.006542
420.988,2.202938,-0.020114,-0.018424
421.089,2.20577,-0.03641,-0.044953
421.189,2.206169,-0.052365,-0.076415
421.288,2.203368,-0.070501,-0.110947
421.388,2.197634,-0.085134,-0.14314
421.493,2.189751,-0.091618,-0.167737
421.588,2.180471,-0.097627,-0.184169
421.687,2.169426,-0.115397,-0.189571
421.787,2.155289,-0.138573,-0.176565
421.888,2.140777,-0.153074,-0.153422
421.987,2.128005,-0.159722,-0.1185
422.086,2.119427,-0.157652,-0.069656
422.186,2.117467,-0.142207,-0.022809
422.287,2.118121,-0.128566,-0.00048
422.386,2.120169,-0.120259,0.012806
422.486,2.123468,-0.109145,0.023134
422.588,2.126109,-0.094945,0.026643
422.686,2.12939,-0.081235,0.023623
422.787,2.131405,-0.071122,0.016258
422.885,2.133024,-0.061002,0.003178
422.987,2.133304,-0.047804,-0.012028
423.084,2.133891,-0.032225,-0.031285
423.186,2.135352,-0.016058,-0.046091
423.285,2.135404,-0.007209,-0.057421
423.386,2.136981,0.000242,-0.064019
423.492,2.138341,-4.1e-05,-0.065317
423.585,2.141071,0.000366,-0.067522
423.685,2.143703,-0.00159,-0.065531
423.784,2.147705,-0.000358,-0.058927
423.884,2.151348,0.001134,-0.055772
423.984,2.155547,-0.000408,-0.063735
424.086,2.156677,-0.005763,-0.078051
424.185,2.1557,-0.010342,-0.086943
424.285,2.154165,-0.01521,-0.096318
424.383,2.151518,-0.020583,-0.10171
424.483,2.150209,-0.025,-0.093063
424.584,2.151075,-0.018151,-0.07394
424.683,2.15036,-0.024102,-0.072177
424.783,2.147236,-0.039866,-0.069945
424.884,2.145422,-0.049688,-0.052465
424.984,2.142049,-0.072209,-0.042707
425.083,2.140366,-0.085153,-0.018937
425.182,2.142466,-0.094709,0.007984
425.283,2.146061,-0.100671,0.027961
425.384,2.152845,-0.099612,0.0477
425.483,2.161351,-0.09492,0.051915
425.583,2.170219,-0.08253,0.039971
425.682,2.178138,-0.074605,0.017752
425.782,2.184735,-0.06464,-0.015436
425.882,2.188696,-0.064521,-0.048308
425.981,2.189563,-0.066548,-0.082854
426.081,2.188298,-0.078841,-0.111367
426.182,2.182829,-0.100417,-0.139717
426.281,2.17166,-0.125981,-0.16681
426.382,2.156947,-0.145612,-0.182872
426.481,2.139992,-0.163806,-0.186588
426.580,2.12383,-0.175086,-0.173244
426.680,2.1102,-0.178399,-0.1511
426.780,2.103135,-0.158129,-0.109743
426.880,2.10584,-0.121253,-0.041232
426.980,2.11765,-0.072086,0.020663
427.081,2.13269,-0.040553,0.045697
427.181,2.146917,-0.011864,0.052349
427.281,2.158087,0.008964,0.048276
427.379,2.167376,0.023788,0.041212
427.479,2.17473,0.039608,0.028682
427.579,2.180567,0.044438,0.008502
427.680,2.184514,0.041646,-0.016727
427.783,2.182854,0.02261,-0.047769
427.880,2.176827,-0.000697,-0.075426
427.979,2.168036,-0.031492,-0.094054
428.079,2.157301,-0.067968,-0.108532
428.179,2.145663,-0.092827,-0.113738
428.278,2.134774,-0.107294,-0.109756
428.378,2.124568,-0.115277,-0.102019
428.479,2.114746,-0.124914,-0.100208
428.578,2.103984,-0.153006,-0.094661
428.679,2.095542,-0.150942,-0.093965
428.778,2.087593,-0.150533,-0.09026
428.877,2.079819,-0.145543,-0.085947
428.977,2.072135,-0.145393,-0.080667
429.077,2.068838,-0.125152,-0.071855
429.177,2.069134,-0.09989,-0.058988
429.277,2.07355,-0.065826,-0.042191
429.377,2.079138,-0.042923,-0.022483
429.478,2.088566,-0.008914,0.006291
429.576,2.099939,0.019902,0.034615
429.677,2.112287,0.047554,0.052574
429.775,2.123168,0.063881,0.053722
429.876,2.132216,0.070443,0.046508
429.977,2.138149,0.066946,0.03044
430.077,2.142091,0.06061,0.010264
430.176,2.142451,0.046741,-0.019097
430.274,2.138965,0.026172,-0.050804
430.376,2.131657,-0.004419,-0.088028
430.475,2.121933,-0.031466,-0.120851
430.576,2.111835,-0.051578,-0.142802
430.674,2.103611,-0.060906,-0.153631
430.776,2.095489,-0.085923,-0.15432
430.877,2.091412,-0.092881,-0.135262
430.976,2.089468,-0.106224,-0.103442
431.074,2.092637,-0.097967,-0.074849
431.175,2.096906,-0.102863,-0.051957
431.275,2.104238,-0.095418,-0.034386
431.375,2.112439,-0.103675,-0.021977
431.475,2.120255,-0.109134,-0.014213
431.575,2.12659,-0.102544,-0.020363
431.675,2.130061,-0.109849,-0.028217
431.774,2.132345,-0.126578,-0.039857
431.873,2.132184,-0.135474,-0.051167
431.975,2.129126,-0.14443,-0.065203
432.074,2.125268,-0.149602,-0.078508
432.174,2.120686,-0.149692,-0.086576
432.274,2.11723,-0.140636,-0.080469
432.374,2.11771,-0.117248,-0.058375
432.474,2.121488,-0.098528,-0.041025
432.572,2.126487,-0.078906,-0.031031
432.672,2.129193,-0.073466,-0.035838
432.774,2.130933,-0.071987,-0.042378
432.872,2.132652,-0.069237,-0.050276
432.972,2.134189,-0.064538,-0.059225
433.072,2.134097,-0.066782,-0.069814
433.173,2.133712,-0.065466,-0.075634
433.271,2.133796,-0.062171,-0.070634
433.372,2.134858,-0.05211,-0.064717
433.473,2.137408,-0.042194,-0.060228
433.571,2.140319,-0.028355,-0.056037
433.671,2.143201,-0.017774,-0.055134
433.771,2.146092,-0.012913,-0.055625
433.872,2.148098,-0.012528,-0.053371
433.971,2.14951,-0.019654,-0.046903
434.070,2.150535,-0.032666,-0.04359
434.171,2.150953,-0.050389,-0.041061
434.270,2.150168,-0.066113,-0.036197
434.370,2.149399,-0.076953,-0.03128
434.472,2.148109,-0.091925,-0.032464
434.570,2.148593,-0.100781,-0.034145
434.674,2.150073,-0.107494,-0.035751
434.771,2.152881,-0.110464,-0.034873
434.869,2.156282,-0.111711,-0.033964
434.971,2.159759,-0.109223,-0.034503
435.069,2.161888,-0.113705,-0.038554
435.171,2.161959,-0.117439,-0.049785
435.271,2.161265,-0.122723,-0.058612
435.369,2.160424,-0.123998,-0.06225
435.469,2.15714,-0.131887,-0.064931
435.569,2.151734,-0.141386,-0.067297
435.669,2.146468,-0.149971,-0.064281
435.768,2.141402,-0.151443,-0.053614
435.869,2.140086,-0.138656,-0.031604
435.971,2.141953,-0.119265,-0.01073
436.068,2.148334,-0.09787,0.002101
436.168,2.157205,-0.077262,0.001061
436.269,2.16609,-0.057378,-0.00765
436.368,2.173849,-0.038609,-0.024658
436.468,2.179737,-0.022343,-0.049958
436.567,2.184282,-0.010032,-0.074066
436.667,2.187834,0.002579,-0.098348
436.767,2.190128,0.013958,-0.120853
436.867,2.19014,0.012937,-0.139765
436.966,2.187954,0.005706,-0.150219
437.066,2.185911,-0.008843,-0.14335
437.166,2.185362,-0.022374,-0.113132
437.266,2.189168,-0.036589,-0.057053
437.366,2.194166,-0.05168,-0.013765
437.467,2.200011,-0.060289,0.011166
437.566,2.206038,-0.066681,0.01874
437.665,2.211198,-0.072739,0.015817
437.765,2.21604,-0.082951,0.007408
437.866,2.219344,-0.096979,-0.008766
437.966,2.221081,-0.108652,-0.027154
438.065,2.220765,-0.119281,-0.052521
438.166,2.217065,-0.136212,-0.079012
438.265,2.211405,-0.149379,-0.10301
438.365,2.205003,-0.154748,-0.110377
438.464,2.19865,-0.156684,-0.106186
438.568,2.194601,-0.150558,-0.090127
438.664,2.193424,-0.136549,-0.073849
438.765,2.193955,-0.122394,-0.059291
438.866,2.193287,-0.120309,-0.048836
438.962,2.191375,-0.117677,-0.044086
439.064,2.191463,-0.106829,-0.034048
439.163,2.190348,-0.098534,-0.031193
439.263,2.188899,-0.101202,-0.030969
439.363,2.18613,-0.100864,-0.030338
439.463,2.182032,-0.104392,-0.028205
439.563,2.180372,-0.090639,-0.029538
439.663,2.181036,-0.067782,-0.029832
439.763,2.185006,-0.042171,-0.028081
439.864,2.191224,-0.019262,-0.025857
439.963,2.198193,0.000558,-0.025171
440.063,2.205465,0.018218,-0.030946
440.162,2.210455,0.02207,-0.045857
440.262,2.213297,0.021523,-0.055722
440.361,2.213563,0.01397,-0.065094
440.461,2.211487,0.002627,-0.070273
440.562,2.206876,-0.012137,-0.071988
440.662,2.200079,-0.031154,-0.068762
440.762,2.191255,-0.049896,-0.067032
440.862,2.180319,-0.069787,-0.068852
440.962,2.169328,-0.086055,-0.068671
441.063,2.157936,-0.096506,-0.067819
441.160,2.149225,-0.097329,-0.062997
441.260,2.141437,-0.102362,-0.064307
441.361,2.132625,-0.106246,-0.070421
441.460,2.124242,-0.103747,-0.068033
441.564,2.120958,-0.098976,-0.056866
441.660,2.121423,-0.08607,-0.038136
441.760,2.12605,-0.061787,-0.02404
441.863,2.131112,-0.045673,-0.02133
441.960,2.138685,-0.029983,-0.016646
442.059,2.14665,-0.01897,-0.015422
442.160,2.156002,-0.006958,-0.013033
442.260,2.164577,-0.000553,-0.023696
442.359,2.169701,-0.009262,-0.041401
442.458,2.173384,-0.010402,-0.05874
442.558,2.175611,-0.015312,-0.071335
442.658,2.175301,-0.024781,-0.085078
442.759,2.171821,-0.04187,-0.097723
442.858,2.165409,-0.060859,-0.101952
442.958,2.160305,-0.072772,-0.087117
443.058,2.155119,-0.086161,-0.073292
443.157,2.150517,-0.099814,-0.055107
443.257,2.147351,-0.114157,-0.034811
443.357,2.145121,-0.126502,-0.019649
443.456,2.144302,-0.136903,-0.006353
443.557,2.143232,-0.142747,-0.003348
443.658,2.141671,-0.149896,-0.002868
443.757,2.138714,-0.148945,-0.017486
443.856,2.135212,-0.143278,-0.034013
443.956,2.130997,-0.137438,-0.047931
444.056,2.127262,-0.122051,-0.062376
444.160,2.123844,-0.105705,-0.077777
444.257,2.119791,-0.100075,-0.094988
444.356,2.115822,-0.092534,-0.098001
444.456,2.113508,-0.080969,-0.086538
444.555,2.1134,-0.066176,-0.058695
444.655,2.116154,-0.04686,-0.025315
444.755,2.120601,-0.033961,-0.002321
444.856,2.127263,-0.020181,0.012135
444.955,2.131249,-0.010103,0.007473
445.057,2.134307,-0.00438,-0.000164
445.155,2.136455,0.000892,-0.01212
445.255,2.135979,0.000311,-0.029526
445.354,2.133911,-0.005696,-0.051684
445.454,2.130143,-0.011294,-0.071152
445.559,2.124618,-0.015818,-0.080703
445.655,2.119857,-0.011182,-0.085422
445.754,2.116666,-0.005508,-0.082508
445.853,2.11338,-0.002991,-0.081621
445.953,2.110209,-0.004399,-0.080511
446.053,2.107366,-0.00604,-0.075383
446.153,2.105346,-0.007576,-0.061919
446.253,2.105221,-0.011164,-0.043648
446.353,2.104855,-0.020733,-0.028217
446.453,2.104987,-0.031802,-0.017559
446.553,2.104638,-0.046683,-0.009096
446.653,2.103757,-0.060918,-0.007779
446.753,2.102303,-0.072975,-0.008678
446.853,2.100345,-0.08049,-0.017292
446.952,2.098607,-0.084888,-0.026917
447.052,2.09628,-0.084986,-0.043464
447.152,2.092659,-0.088701,-0.061378
447.251,2.088889,-0.08572,-0.073675
447.351,2.0865,-0.078852,-0.078105
447.451,2.08751,-0.063282,-0.072757
447.552,2.089828,-0.050061,-0.065951
447.652,2.094431,-0.036632,-0.060984
447.751,2.100924,-0.022313,-0.052562
447.852,2.106917,-0.011433,-0.048486
447.950,2.113104,-0.009214,-0.047487
448.051,2.118846,-0.009217,-0.045801
448.154,2.124313,-0.014853,-0.045155
448.251,2.126158,-0.021836,-0.050038
448.350,2.126468,-0.039855,-0.054883
448.450,2.124299,-0.060867,-0.054116
448.550,2.120994,-0.083935,-0.052993
448.650,2.115654,-0.109897,-0.050484
448.749,2.10813,-0.132329,-0.050297
448.849,2.100013,-0.146412,-0.049526
448.950,2.093707,-0.149599,-0.046034
449.050,2.090162,-0.142514,-0.043199
449.150,2.090049,-0.125946,-0.043209
449.250,2.091476,-0.1098,-0.050493
449.350,2.091812,-0.09722,-0.057657
449.450,2.092223,-0.083555,-0.067665
449.549,2.093485,-0.071081,-0.076755
449.649,2.094764,-0.05606,-0.083481
449.749,2.095954,-0.045718,-0.084479
449.849,2.098589,-0.039277,-0.081835
449.948,2.10185,-0.03163,-0.073382
450.049,2.10623,-0.023186,-0.057411
450.149,2.112607,-0.017965,-0.035992
450.248,2.119714,-0.012929,-0.021086
450.348,2.126488,-0.014693,-0.008788
450.448,2.132768,-0.017429,-0.001247
450.548,2.139034,-0.024499,0.00079
450.648,2.144598,-0.032816,-0.00071
450.748,2.149341,-0.0406,-0.001299
450.848,2.153637,-0.042294,-0.005022
450.947,2.155778,-0.050282,-0.021444
451.047,2.155724,-0.06216,-0.038929
451.146,2.153622,-0.076954,-0.060399
451.245,2.149937,-0.091745,-0.081024
451.345,2.143751,-0.107338,-0.101434
451.447,2.13681,-0.119481,-0.116129
451.547,2.130083,-0.12453,-0.128341
451.646,2.124141,-0.124359,-0.13595
451.746,2.119232,-0.127028,-0.134096
451.846,2.116091,-0.127288,-0.121262
451.946,2.115583,-0.12358,-0.093964
452.045,2.119142,-0.110907,-0.047173
452.145,2.127143,-0.096981,-0.00478
452.245,2.136183,-0.085251,0.026099
452.346,2.145721,-0.080858,0.042581
452.444,2.154895,-0.074025,0.05436
452.545,2.162304,-0.072824,0.035819
452.645,2.16658,-0.075213,0.019466
452.746,2.168721,-0.077148,0.000185
452.845,2.169912,-0.082999,-0.026563
452.945,2.16748,-0.085049,-0.065184
453.044,2.161411,-0.088415,-0.101104
453.144,2.15401,-0.088866,-0.128423
453.243,2.146594,-0.086584,-0.135226
453.343,2.141931,-0.069472,-0.116679
453.443,2.138648,-0.067175,-0.106346
453.543,2.133867,-0.073934,-0.100278
453.643,2.128681,-0.079218,-0.095555
453.745,2.124925,-0.076787,-0.085079
453.843,2.123483,-0.065374,-0.069739
453.941,2.125002,-0.062119,-0.050701
454.041,2.128646,-0.054673,-0.024139
454.143,2.132712,-0.050621,-0.011213
454.243,2.136796,-0.043274,0.000369
454.343,2.139468,-0.041448,0.001111
454.442,2.141628,-0.037123,-0.001371
454.543,2.141907,-0.034854,0.000115
454.643,2.141894,-0.037373,0.000399
454.741,2.140294,-0.051939,-0.004098
454.841,2.136239,-0.073188,-0.013354
454.942,2.130931,-0.091334,-0.023239
455.043,2.124654,-0.108817,-0.030257
455.143,2.119248,-0.116551,-0.043158
455.248,2.116443,-0.113228,-0.055952
455.344,2.115261,-0.103475,-0.066835
455.441,2.116286,-0.091483,-0.075575
455.542,2.119185,-0.076541,-0.082081
455.641,2.123318,-0.061066,-0.089782
455.742,2.12801,-0.04868,-0.094303
455.841,2.132675,-0.047891,-0.098363
455.940,2.137436,-0.051147,-0.093965
456.040,2.140547,-0.059561,-0.082949
456.141,2.143922,-0.067403,-0.067422
456.240,2.148516,-0.079347,-0.047291
456.339,2.155738,-0.080041,-0.031861
456.440,2.161971,-0.079565,-0.031059
456.539,2.165303,-0.090437,-0.03904
456.639,2.167533,-0.097009,-0.048716
456.739,2.167759,-0.101225,-0.05896
456.839,2.1659,-0.108044,-0.072005
456.939,2.162211,-0.11912,-0.07846
457.040,2.160118,-0.130736,-0.064785
457.153,2.160104,-0.135385,-0.030774
457.244,2.164756,-0.129134,0.003101
457.338,2.17218,-0.12696,0.02221
457.438,2.179121,-0.130922,0.030152
457.539,2.184968,-0.132148,0.027997
457.639,2.189774,-0.130268,0.015198
457.740,2.194426,-0.125625,-0.01162
457.839,2.194121,-0.126048,-0.046524
457.938,2.190829,-0.123922,-0.07623
458.038,2.186194,-0.113085,-0.103743
458.137,2.180793,-0.09802,-0.130564
458.242,2.17463,-0.087628,-0.154941
458.338,2.167741,-0.072632,-0.175925
458.437,2.160633,-0.062489,-0.176614
458.539,2.15656,-0.053932,-0.147546
458.637,2.155973,-0.042252,-0.090622
458.744,2.16137,-0.024885,-0.026991
458.836,2.168433,-0.016438,0.009627
458.936,2.17499,-0.01748,0.024559
459.036,2.180271,-0.017056,0.028048
459.135,2.184231,-0.018481,0.027042
459.237,2.186849,-0.018785,0.016871
459.338,2.187238,-0.028754,0.000945
459.436,2.185818,-0.039768,-0.021934
459.536,2.182535,-0.046083,-0.047099
459.635,2.178408,-0.04988,-0.074895
459.735,2.173473,-0.049811,-0.103777
459.836,2.167547,-0.053531,-0.121532
459.936,2.159441,-0.063236,-0.130695
460.036,2.150556,-0.079571,-0.125727
460.137,2.140548,-0.101698,-0.110544
460.235,2.133329,-0.114762,-0.083445
460.336,2.130691,-0.114149,-0.042189
460.434,2.13464,-0.104618,-0.004885
460.535,2.140476,-0.103836,0.017398
460.635,2.146491,-0.098935,0.022778
460.733,2.153111,-0.091097,0.018496
460.835,2.159377,-0.081632,0.01313
460.935,2.164956,-0.069751,-0.001047
461.035,2.169489,-0.061859,-0.019863
461.136,2.169643,-0.062969,-0.042619
461.235,2.166558,-0.059755,-0.059741
461.333,2.163199,-0.055769,-0.07437
461.433,2.158252,-0.059991,-0.087682
461.533,2.151291,-0.061585,-0.102865
461.643,2.142785,-0.0637,-0.117495
461.735,2.134001,-0.074626,-0.119271
461.834,2.124883,-0.086737,-0.112469
461.934,2.115492,-0.097847,-0.093299
462.034,2.109484,-0.100212,-0.05265
462.133,2.110041,-0.090489,-0.013905
462.232,2.113076,-0.081977,0.01117
462.332,2.117619,-0.076649,0.023203
462.432,2.123507,-0.068184,0.029155
462.531,2.127915,-0.063528,0.014593
462.632,2.132207,-0.057136,-0.003111
462.731,2.135123,-0.047477,-0.025605
462.833,2.135478,-0.046228,-0.047179
462.931,2.133745,-0.041306,-0.074837
463.031,2.131019,-0.03619,-0.101377
463.131,2.127818,-0.027028,-0.122161
463.232,2.124474,-0.022462,-0.130561
463.332,2.123699,-0.0136,-0.11583
463.432,2.12532,-0.006925,-0.090418
463.532,2.12795,-0.009372,-0.070895
463.632,2.129623,-0.022311,-0.059992
463.732,2.130018,-0.037797,-0.049659
463.830,2.129621,-0.049554,-0.035501
463.930,2.128292,-0.056504,-0.038472
464.030,2.125321,-0.067977,-0.039956
464.130,2.121222,-0.076146,-0.039674
464.231,2.115721,-0.084094,-0.037018
464.331,2.109487,-0.089635,-0.041411
464.430,2.104519,-0.091268,-0.03987
464.529,2.100829,-0.081262,-0.029312
464.629,2.101109,-0.06414,-0.012908
464.729,2.104536,-0.032195,-0.00157
464.829,2.110948,-0.010618,0.000925
464.929,2.116928,0.002527,-0.004938
465.030,2.122589,0.011027,-0.018929
465.134,2.127378,0.016242,-0.033522
465.233,2.13045,0.01631,-0.051114
465.330,2.131314,0.002379,-0.069773
465.432,2.128617,-0.016196,-0.087831
465.528,2.124619,-0.036236,-0.103174
465.630,2.117651,-0.063673,-0.116126
465.727,2.106961,-0.09225,-0.128386
465.829,2.095364,-0.11649,-0.138646
465.928,2.082509,-0.134328,-0.141072
466.028,2.07035,-0.14721,-0.132409
466.128,2.060997,-0.152508,-0.104732
466.227,2.054748,-0.151863,-0.066119
466.327,2.053586,-0.148545,-0.020979
466.428,2.056751,-0.139008,0.016528
466.527,2.067619,-0.099548,0.040389
466.627,2.077055,-0.113825,0.054695
466.727,2.085519,-0.110975,0.047867
466.827,2.091622,-0.110352,0.036214
466.927,2.097787,-0.102936,0.023963
467.026,2.102682,-0.094354,-0.002435
467.126,2.104706,-0.093924,-0.032604
467.226,2.104377,-0.093987,-0.071095
467.326,2.103512,-0.093676,-0.101367
467.426,2.10162,-0.088852,-0.119977
467.528,2.101251,-0.076995,-0.126632
467.628,2.102804,-0.054963,-0.117179
467.726,2.1069,-0.034687,-0.10175
467.826,2.110771,-0.030997,-0.092773
467.933,2.111444,-0.041863,-0.089474
468.026,2.11199,-0.044319,-0.083938
468.125,2.112901,-0.042208,-0.073929
468.225,2.113618,-0.04201,-0.063983
468.325,2.113467,-0.053674,-0.058134
468.425,2.112426,-0.068214,-0.048462
468.524,2.110537,-0.083397,-0.041243
468.625,2.108953,-0.096008,-0.032665
468.726,2.107758,-0.102125,-0.030925
468.824,2.105419,-0.111986,-0.028172
468.924,2.103656,-0.118551,-0.026898
469.024,2.102484,-0.121126,-0.029379
469.125,2.103163,-0.115636,-0.031343
469.224,2.102287,-0.11187,-0.038092
469.323,2.101081,-0.107143,-0.046062
469.423,2.100488,-0.103593,-0.058632
469.524,2.09824,-0.09936,-0.071796
469.623,2.094494,-0.100249,-0.082387
469.723,2.092435,-0.101818,-0.086991
469.830,2.090375,-0.098579,-0.08598
469.923,2.089005,-0.090654,-0.076113
470.025,2.092126,-0.077901,-0.057647
470.123,2.096291,-0.078509,-0.047926
470.221,2.101656,-0.086833,-0.040015
470.322,2.108299,-0.092477,-0.030338
470.422,2.114794,-0.101613,-0.026621
470.522,2.122579,-0.111961,-0.023356
470.624,2.128465,-0.123387,-0.019115
470.722,2.133373,-0.130079,-0.016573
470.822,2.137368,-0.13688,-0.022323
470.922,2.139347,-0.142082,-0.037377
471.023,2.140179,-0.149425,-0.049428
471.123,2.139954,-0.157054,-0.061172
471.222,2.138849,-0.163986,-0.078543
471.321,2.136906,-0.168948,-0.095206
471.421,2.133546,-0.174924,-0.101896
471.522,2.132801,-0.17392,-0.090089
471.622,2.134405,-0.165086,-0.071564
471.721,2.137072,-0.160659,-0.062507
471.822,2.142302,-0.159091,-0.048901
471.921,2.148827,-0.154719,-0.037052
472.023,2.156786,-0.148636,-0.028705
472.120,2.165231,-0.140871,-0.030712
472.220,2.173982,-0.138926,-0.032218
472.321,2.183498,-0.133594,-0.032184
472.421,2.193017,-0.124527,-0.032935
472.520,2.203224,-0.116518,-0.030713
472.620,2.212422,-0.112904,-0.029903
472.720,2.221506,-0.109514,-0.03434
472.820,2.229058,-0.103899,-0.039382
472.919,2.236468,-0.099077,-0.046907
473.020,2.243189,-0.098255,-0.056141
473.119,2.248,-0.103363,-0.068867
473.220,2.249298,-0.109359,-0.085546
473.321,2.246968,-0.113675,-0.096824
473.420,2.244502,-0.123899,-0.106849
473.519,2.238039,-0.147061,-0.11126
473.619,2.229555,-0.163926,-0.114577
473.719,2.220603,-0.177713,-0.114438
473.819,2.211333,-0.18103,-0.10357
473.918,2.204252,-0.187582,-0.076581
474.019,2.202659,-0.170862,-0.035282
474.121,2.203342,-0.154699,-0.006211
474.218,2.207754,-0.138103,0.015149
474.319,2.213942,-0.121925,0.032249
474.418,2.218986,-0.109563,0.036377
474.517,2.223328,-0.101137,0.030026
474.623,2.226813,-0.091843,0.018121
474.718,2.228388,-0.087274,-0.001873
474.817,2.228144,-0.083795,-0.023555
474.923,2.225351,-0.080419,-0.051165
475.018,2.220518,-0.078712,-0.080087
475.118,2.215196,-0.074641,-0.105326
475.215,2.209122,-0.07171,-0.122465
475.318,2.204045,-0.06936,-0.13364
475.417,2.199968,-0.064271,-0.130576
475.516,2.199148,-0.053942,-0.121641
475.616,2.200151,-0.044351,-0.107121
475.716,2.203992,-0.036492,-0.086498
475.816,2.209266,-0.034952,-0.068916
475.915,2.21683,-0.035703,-0.043702
476.015,2.225769,-0.043947,-0.021674
476.115,2.233452,-0.052676,-0.007097
476.216,2.239878,-0.062469,-0.005236
476.315,2.24596,-0.078555,3.2e-05
476.415,2.251617,-0.093592,0.001488
476.515,2.258438,-0.10432,-0.002661
476.616,2.263901,-0.116472,-0.010164
476.716,2.265987,-0.134433,-0.026117
