instant,heading,roll,pitch
1445.486,1.851327,-0.271522,-0.050778
1445.586,1.858832,-0.234309,-0.028161
1445.686,1.866913,-0.223757,-0.020581
1445.786,1.876664,-0.202428,-0.01353
1445.891,1.890723,-0.175866,-0.009774
1445.985,1.904572,-0.156254,-0.007874
1446.084,1.917529,-0.136316,-0.011872
1446.186,1.931794,-0.111297,-0.020503
1446.285,1.945328,-0.086135,-0.028393
1446.386,1.957966,-0.062557,-0.041248
1446.487,1.970301,-0.037649,-0.047248
1446.585,1.982883,-0.018744,-0.05203
1446.684,1.993497,-0.007693,-0.05534
1446.785,2.001698,-0.006141,-0.058811
1446.884,2.010059,-0.009101,-0.056285
1446.985,2.014932,-0.022606,-0.053902
1447.085,2.018727,-0.032916,-0.04869
1447.185,2.021881,-0.04727,-0.04501
1447.283,2.022839,-0.062758,-0.045157
1447.384,2.02254,-0.071693,-0.049837
1447.483,2.023177,-0.079245,-0.054892
1447.583,2.023763,-0.088486,-0.0616
1447.684,2.024413,-0.097373,-0.066103
1447.784,2.024765,-0.102573,-0.064839
1447.883,2.026866,-0.103439,-0.059428
1447.983,2.030789,-0.106403,-0.044806
1448.083,2.036112,-0.112006,-0.025771
1448.182,2.043089,-0.11411,-0.005246
1448.282,2.049192,-0.120953,-0.000546
1448.382,2.055972,-0.128796,-9.4e-05
1448.482,2.059786,-0.141278,-0.007494
1448.581,2.062234,-0.159293,-0.020633
1448.683,2.062473,-0.173146,-0.037337
1448.783,2.06034,-0.186754,-0.050889
1448.882,2.055531,-0.201457,-0.060531
1448.981,2.050065,-0.211236,-0.069551
1449.082,2.043924,-0.21712,-0.068625
1449.180,2.039121,-0.215215,-0.063941
1449.280,2.035081,-0.210427,-0.060546
1449.381,2.035037,-0.197478,-0.052912
1449.481,2.035039,-0.184615,-0.057786
1449.580,2.034517,-0.1657,-0.064028
1449.681,2.033899,-0.146686,-0.0692
1449.780,2.032881,-0.125655,-0.07061
1449.880,2.031472,-0.109292,-0.070624
1449.980,2.029645,-0.096264,-0.064834
1450.078,2.027406,-0.084736,-0.056311
1450.182,2.025401,-0.073181,-0.041828
1450.280,2.022228,-0.069062,-0.030997
1450.380,2.019315,-0.066163,-0.026502
1450.479,2.015773,-0.060216,-0.025603
1450.579,2.012052,-0.055465,-0.027779
1450.678,2.008047,-0.050159,-0.034173
1450.779,2.005099,-0.036806,-0.039497
1450.878,2.002054,-0.017131,-0.043846
1450.978,2.002613,0.007571,-0.037702
1451.078,2.007559,0.038906,-0.021007
1451.178,2.014522,0.064028,-0.004527
1451.277,2.022463,0.083461,0.002766
1451.378,2.02827,0.092685,-0.002407
1451.477,2.033938,0.097935,-0.010272
1451.577,2.038084,0.093553,-0.023819
1451.676,2.039813,0.084586,-0.040966
1451.778,2.038494,0.065903,-0.060305
1451.876,2.034664,0.046467,-0.078011
1451.976,2.02844,0.018881,-0.096573
1452.076,2.019959,-0.010605,-0.104028
1452.178,2.009653,-0.045952,-0.099206
1452.277,2.000051,-0.069383,-0.077655
1452.377,1.991726,-0.090306,-0.048282
1452.477,1.984732,-0.110535,-0.033031
1452.577,1.976946,-0.135805,-0.023692
1452.676,1.970024,-0.153339,-0.02141
1452.775,1.963226,-0.165214,-0.019103
1452.876,1.959475,-0.169411,-0.028175
1452.976,1.956455,-0.171322,-0.036399
1453.076,1.956252,-0.16456,-0.045668
1453.177,1.958346,-0.142819,-0.052164
1453.275,1.963876,-0.117418,-0.058427
1453.375,1.972159,-0.084881,-0.062019
1453.474,1.984472,-0.036096,-0.060651
1453.575,1.999097,-0.00214,-0.0552
1453.674,2.014216,0.022205,-0.045085
1453.774,2.024569,0.016178,-0.04793
1453.882,2.031165,0.015436,-0.055347
1453.975,2.034063,0.000312,-0.061637
1454.074,2.03261,-0.016134,-0.061073
1454.174,2.025221,-0.04934,-0.057083
1454.273,2.013817,-0.07882,-0.051896
1454.373,1.997872,-0.115115,-0.04233
1454.473,1.977295,-0.148574,-0.031497
1454.573,1.954003,-0.17474,-0.019324
1454.673,1.931127,-0.187348,-0.008132
1454.773,1.907078,-0.201957,-0.003653
1454.874,1.883962,-0.202468,0.000267
1454.973,1.863649,-0.19827,0.001983
1455.073,1.84633,-0.185109,0.000935
1455.173,1.831551,-0.169594,-0.003194
1455.273,1.819264,-0.145775,-0.012021
1455.373,1.810621,-0.112844,-0.029024
1455.474,1.805235,-0.071803,-0.050449
1455.574,1.800848,-0.038835,-0.067516
1455.673,1.797178,-0.008822,-0.087106
1455.773,1.795233,0.021443,-0.106347
1455.873,1.795168,0.057573,-0.127543
1455.970,1.797283,0.089696,-0.137834
1456.072,1.801839,0.119857,-0.141678
1456.172,1.808388,0.137906,-0.132299
1456.272,1.818676,0.159062,-0.105407
1456.371,1.831381,0.17159,-0.06577
1456.471,1.846542,0.178181,-0.01406
1456.572,1.860897,0.171774,0.02285
1456.671,1.873677,0.158812,0.038493
1456.770,1.88406,0.135756,0.049737
1456.871,1.892155,0.108696,0.052068
1456.971,1.897918,0.081631,0.044653
1457.071,1.902193,0.04635,0.030364
1457.171,1.906742,0.002956,0.015144
1457.271,1.910982,-0.039792,0.00416
1457.371,1.914462,-0.085802,-0.005769
1457.471,1.917736,-0.121097,-0.014479
1457.570,1.920267,-0.153499,-0.026657
1457.670,1.92148,-0.184334,-0.040704
1457.770,1.921006,-0.213148,-0.05587
1457.869,1.919174,-0.233672,-0.07321
1457.970,1.917078,-0.248855,-0.081487
1458.071,1.912931,-0.258892,-0.090897
1458.169,1.908796,-0.262295,-0.099476
1458.270,1.904271,-0.260216,-0.097968
1458.373,1.898652,-0.250764,-0.09174
1458.468,1.891268,-0.24386,-0.093344
1458.568,1.886413,-0.228453,-0.097336
1458.669,1.881954,-0.211839,-0.10026
1458.768,1.877284,-0.190481,-0.09914
1458.869,1.869699,-0.177102,-0.104946
1458.968,1.864333,-0.155418,-0.105866
1459.069,1.862345,-0.1245,-0.10548
1459.168,1.861953,-0.093925,-0.095531
1459.267,1.862974,-0.069273,-0.077784
1459.368,1.867693,-0.040567,-0.053897
1459.467,1.877759,-0.005649,-0.014671
1459.568,1.892116,0.025235,0.019058
1459.668,1.906592,0.045457,0.036797
1459.766,1.920071,0.059891,0.047633
1459.868,1.933447,0.076417,0.04924
1459.967,1.944186,0.085456,0.041346
1460.067,1.953163,0.091419,0.027197
1460.167,1.959296,0.091542,0.007504
1460.266,1.963803,0.091583,-0.01782
1460.369,1.966007,0.087876,-0.051688
1460.466,1.967917,0.082288,-0.075053
1460.566,1.968619,0.06883,-0.097206
1460.667,1.966212,0.050842,-0.113743
1460.767,1.962327,0.026077,-0.133457
1460.866,1.954603,-0.006367,-0.151452
1460.966,1.944224,-0.034786,-0.15891
1461.066,1.929489,-0.073501,-0.155439
1461.165,1.913824,-0.113065,-0.131553
1461.265,1.896868,-0.154614,-0.096651
1461.365,1.881426,-0.18442,-0.055645
1461.466,1.867819,-0.204623,-0.020176
1461.566,1.857653,-0.21579,0.006109
1461.665,1.851727,-0.219882,0.026805
1461.766,1.850734,-0.215192,0.040166
1461.865,1.852717,-0.208388,0.045237
1461.964,1.856412,-0.193719,0.04282
1462.065,1.859329,-0.17973,0.029142
1462.165,1.863392,-0.159544,0.005259
1462.265,1.867912,-0.137477,-0.029606
1462.365,1.874082,-0.10728,-0.061668
1462.467,1.8794,-0.083498,-0.089323
1462.565,1.884151,-0.062109,-0.115634
1462.663,1.88644,-0.05045,-0.136322
1462.763,1.886264,-0.044089,-0.153975
1462.863,1.883118,-0.047326,-0.162889
1462.962,1.877733,-0.053049,-0.15419
1463.064,1.872567,-0.056321,-0.129705
1463.163,1.870217,-0.05838,-0.081157
1463.263,1.87069,-0.053826,-0.03951
1463.364,1.873433,-0.054227,-0.001457
1463.462,1.876903,-0.053746,0.017478
1463.562,1.880326,-0.05998,0.027406
1463.663,1.884631,-0.059827,0.036411
1463.761,1.890083,-0.061546,0.03692
1463.862,1.89672,-0.058458,0.030437
1463.962,1.904052,-0.058363,0.021676
1464.063,1.911786,-0.06232,0.008016
1464.163,1.920019,-0.06723,-0.002378
1464.262,1.927168,-0.074643,-0.013855
1464.362,1.933756,-0.074865,-0.027085
1464.463,1.939896,-0.075641,-0.04408
1464.561,1.947147,-0.074044,-0.057439
1464.661,1.954248,-0.074411,-0.068636
1464.762,1.961742,-0.073496,-0.071417
1464.862,1.971485,-0.072672,-0.075396
1464.962,1.983286,-0.073324,-0.072639
1465.060,1.992873,-0.077393,-0.075222
1465.162,1.998804,-0.091048,-0.083748
1465.262,2.002456,-0.10267,-0.088669
1465.360,2.005318,-0.112239,-0.093777
1465.462,2.006115,-0.124875,-0.095599
1465.563,2.005659,-0.137174,-0.097522
1465.661,2.004354,-0.147331,-0.09827
1465.761,2.002359,-0.154863,-0.093127
1465.859,2.000892,-0.160011,-0.085972
1465.961,2.000181,-0.162699,-0.073696
1466.060,2.000906,-0.163841,-0.058415
1466.159,2.003692,-0.159362,-0.038915
1466.259,2.007032,-0.153751,-0.02
1466.359,2.01326,-0.142946,-0.007696
1466.459,2.018777,-0.135455,-0.004119
1466.560,2.024061,-0.131799,-0.003968
1466.658,2.02748,-0.125595,-0.007435
1466.758,2.030045,-0.122473,-0.01941
1466.857,2.030395,-0.119683,-0.035277
1466.958,2.028901,-0.116623,-0.047658
1467.058,2.025136,-0.108898,-0.065097
1467.158,2.02072,-0.105958,-0.075021
1467.260,2.016423,-0.096529,-0.078546
1467.358,2.014393,-0.081821,-0.078296
1467.458,2.01618,-0.059851,-0.069497
1467.562,2.019682,-0.049747,-0.058003
1467.658,2.023438,-0.042405,-0.046152
1467.759,2.029173,-0.038011,-0.02979
1467.857,2.035277,-0.03646,-0.013371
1467.963,2.03911,-0.041921,-0.012012
1468.057,2.042208,-0.047755,-0.022525
1468.157,2.042706,-0.061337,-0.037708
1468.258,2.041482,-0.073769,-0.054019
1468.356,2.037225,-0.09072,-0.069142
1468.457,2.030974,-0.105568,-0.082754
1468.556,2.023487,-0.1174,-0.101333
1468.656,2.013388,-0.133021,-0.116543
1468.756,2.003373,-0.146311,-0.111139
1468.857,1.995417,-0.156298,-0.072811
1468.957,1.991055,-0.15814,-0.022154
1469.057,1.990926,-0.151192,0.011344
1469.155,1.991931,-0.152763,0.022321
1469.255,1.993214,-0.152452,0.023116
1469.356,1.99691,-0.145765,0.025148
1469.456,2.001735,-0.142756,0.019233
1469.555,2.006701,-0.135134,0.001607
1469.657,2.009408,-0.129623,-0.021977
1469.756,2.012752,-0.118302,-0.045542
1469.856,2.015956,-0.100822,-0.063694
1469.956,2.02042,-0.075172,-0.08338
1470.055,2.024843,-0.057311,-0.099636
1470.154,2.026945,-0.0478,-0.117211
1470.255,2.026874,-0.04332,-0.125985
1470.354,2.025818,-0.041201,-0.125051
1470.454,2.023549,-0.042071,-0.116698
1470.559,2.021339,-0.047969,-0.099142
1470.654,2.019103,-0.050319,-0.076041
1470.755,2.016981,-0.052573,-0.061253
1470.853,2.016524,-0.05206,-0.048113
1470.954,2.016717,-0.048105,-0.034937
1471.053,2.018576,-0.04419,-0.018991
1471.153,2.02022,-0.038933,-0.011682
1471.253,2.022646,-0.037392,-0.003027
1471.354,2.025317,-0.035037,0.002196
1471.454,2.027267,-0.036383,0.001965
1471.553,2.028867,-0.042505,-0.000444
1471.653,2.028011,-0.057221,-0.006134
1471.753,2.024677,-0.078429,-0.011896
1471.852,2.017485,-0.102477,-0.021968
1471.952,2.007627,-0.127841,-0.030902
1472.056,1.995843,-0.147103,-0.036836
1472.153,1.982583,-0.165132,-0.033611
1472.252,1.971173,-0.165271,-0.045378
1472.352,1.962154,-0.159715,-0.049894
1472.452,1.956864,-0.1434,-0.057247
1472.551,1.953384,-0.123638,-0.068411
1472.651,1.952135,-0.106556,-0.076683
1472.751,1.95355,-0.085345,-0.076519
1472.851,1.957716,-0.059456,-0.067769
1472.951,1.963973,-0.030804,-0.055406
1473.051,1.970717,-0.010732,-0.051229
1473.151,1.975479,0.000829,-0.05854
1473.250,1.978908,0.011137,-0.06512
1473.351,1.982444,0.01494,-0.064734
1473.450,1.982188,0.012998,-0.073189
1473.551,1.980266,0.005728,-0.084397
1473.651,1.976186,-0.007086,-0.088962
1473.749,1.970844,-0.021593,-0.084933
1473.849,1.967661,-0.025346,-0.070805
1473.949,1.966318,-0.033121,-0.053652
1474.049,1.963912,-0.052289,-0.028992
1474.153,1.965499,-0.058541,0.008734
1474.249,1.96716,-0.069576,0.030466
1474.349,1.967016,-0.087858,0.031016
1474.450,1.965018,-0.102734,0.033688
1474.549,1.962319,-0.113523,0.031004
1474.649,1.959533,-0.131492,0.025605
1474.748,1.955041,-0.143857,0.007047
1474.849,1.948755,-0.15612,-0.015755
1474.948,1.940948,-0.168857,-0.041636
1475.049,1.932908,-0.171031,-0.065727
1475.148,1.925628,-0.163334,-0.082525
1475.249,1.920245,-0.148861,-0.094946
1475.348,1.916566,-0.135592,-0.09813
1475.451,1.913659,-0.12465,-0.107294
1475.548,1.912637,-0.112889,-0.109762
1475.648,1.914055,-0.104763,-0.109931
1475.747,1.914305,-0.100392,-0.110468
1475.847,1.915172,-0.09862,-0.104841
1475.947,1.915138,-0.093758,-0.101261
1476.047,1.915696,-0.091945,-0.088112
1476.147,1.916696,-0.092798,-0.071438
1476.247,1.918229,-0.093924,-0.052494
1476.346,1.919509,-0.093626,-0.031124
1476.446,1.921411,-0.091457,-0.011277
1476.548,1.92561,-0.087545,0.017165
1476.646,1.930486,-0.082199,0.039405
1476.747,1.93626,-0.078823,0.057389
1476.846,1.941423,-0.079466,0.060755
1476.946,1.946283,-0.078453,0.048685
1477.045,1.94909,-0.083157,0.025668
1477.146,1.949732,-0.085361,-0.001339
1477.246,1.949565,-0.089119,-0.029301
1477.346,1.947914,-0.085707,-0.060336
1477.446,1.946372,-0.080018,-0.095069
1477.546,1.94429,-0.072212,-0.130688
1477.644,1.942169,-0.063342,-0.156904
1477.744,1.942003,-0.054617,-0.173941
1477.844,1.942099,-0.054903,-0.171674
1477.944,1.94254,-0.058859,-0.153085
1478.044,1.945981,-0.066081,-0.116728
1478.144,1.950081,-0.077185,-0.077477
1478.244,1.95388,-0.102283,-0.043459
1478.343,1.958803,-0.126917,-0.001755
1478.443,1.964286,-0.149834,0.029425
1478.544,1.968365,-0.172426,0.038806
1478.645,1.970658,-0.196287,0.02333
1478.744,1.970966,-0.217146,0.001295
1478.842,1.969138,-0.235631,-0.018917
1478.943,1.966294,-0.244609,-0.034813
1479.043,1.962575,-0.255878,-0.049633
1479.142,1.957591,-0.262103,-0.070036
1479.243,1.951453,-0.268892,-0.092663
1479.344,1.94502,-0.263718,-0.093791
1479.442,1.940938,-0.252114,-0.073481
1479.543,1.94393,-0.223448,-0.044714
1479.641,1.953521,-0.179487,-0.021468
1479.742,1.96772,-0.132354,-0.002007
1479.840,1.981595,-0.108722,-0.007623
1479.942,1.9956,-0.084338,-0.014509
1480.042,2.009407,-0.061394,-0.027774
1480.142,2.022505,-0.043169,-0.044249
1480.241,2.033058,-0.034518,-0.058198
1480.343,2.040382,-0.033262,-0.074261
1480.441,2.047588,-0.028757,-0.083719
1480.541,2.05481,-0.036734,-0.088527
1480.640,2.061141,-0.051257,-0.080364
1480.740,2.065755,-0.070423,-0.069824
1480.841,2.069961,-0.092558,-0.058963
1480.940,2.0712,-0.119127,-0.051306
1481.040,2.070042,-0.144995,-0.042975
1481.140,2.06567,-0.170849,-0.042262
1481.240,2.058414,-0.195435,-0.053629
1481.340,2.050503,-0.210322,-0.060949
1481.439,2.042097,-0.223363,-0.067774
1481.541,2.033058,-0.231554,-0.067978
1481.640,2.02361,-0.233424,-0.068065
1481.739,2.017771,-0.218874,-0.067611
1481.840,2.015889,-0.199303,-0.058969
1481.939,2.017262,-0.174546,-0.044807
1482.044,2.020917,-0.15598,-0.028866
1482.139,2.025253,-0.14062,-0.012899
1482.241,2.031314,-0.122792,-3.1e-05
1482.339,2.03698,-0.107281,-0.00313
1482.439,2.041107,-0.099074,-0.010441
1482.539,2.043627,-0.094268,-0.016327
1482.638,2.046014,-0.086896,-0.026249
1482.738,2.046874,-0.083075,-0.042162
1482.837,2.045899,-0.082996,-0.058686
1482.937,2.043115,-0.085531,-0.076752
1483.037,2.039058,-0.081983,-0.082758
1483.140,2.034297,-0.081629,-0.081564
1483.237,2.031213,-0.080547,-0.069261
1483.337,2.028471,-0.084413,-0.050006
1483.436,2.027063,-0.086279,-0.030173
1483.536,2.024073,-0.086912,-0.019544
1483.636,2.020093,-0.096303,-0.019293
1483.736,2.015924,-0.104548,-0.013414
1483.838,2.011668,-0.108925,-0.015093
1483.936,2.006217,-0.110699,-0.028095
1484.037,1.99941,-0.118411,-0.03633
1484.136,1.990691,-0.126061,-0.047785
1484.234,1.982663,-0.1292,-0.051906
1484.336,1.97446,-0.129071,-0.059802
1484.434,1.967233,-0.123913,-0.058275
1484.536,1.963894,-0.109572,-0.05183
1484.635,1.965636,-0.088093,-0.043344
1484.736,1.96923,-0.067027,-0.039266
1484.836,1.974879,-0.052993,-0.037817
1484.935,1.981677,-0.043501,-0.041029
1485.034,1.989109,-0.036417,-0.049375
1485.135,1.99607,-0.033776,-0.058107
1485.235,2.00125,-0.035348,-0.070151
1485.336,2.004627,-0.043079,-0.08078
1485.433,2.00736,-0.05258,-0.084214
1485.537,2.008241,-0.069644,-0.085276
1485.634,2.006277,-0.090675,-0.085669
1485.735,2.003263,-0.116305,-0.076493
1485.833,1.99913,-0.140276,-0.060371
1485.933,1.995568,-0.161699,-0.037074
1486.035,1.99173,-0.180909,-0.012658
1486.134,1.989231,-0.198231,0.011104
1486.233,1.988977,-0.208448,0.024464
1486.334,1.988762,-0.216013,0.024735
1486.432,1.989291,-0.219709,0.019795
1486.533,1.990469,-0.220204,0.009027
1486.633,1.990546,-0.215773,-0.007168
1486.732,1.99063,-0.206235,-0.027213
1486.833,1.990776,-0.193589,-0.049009
1486.933,1.99237,-0.175489,-0.068974
1487.033,1.994638,-0.150458,-0.083809
1487.133,1.996893,-0.125782,-0.099808
1487.232,1.999501,-0.105977,-0.101235
1487.331,2.0017,-0.089587,-0.111205
1487.432,2.004282,-0.074397,-0.11096
1487.533,2.0062,-0.063946,-0.110243
1487.633,2.008901,-0.052263,-0.095407
1487.731,2.012074,-0.046128,-0.069865
1487.832,2.015016,-0.044554,-0.049053
1487.930,2.017762,-0.054184,-0.028987
1488.031,2.018382,-0.070615,-0.006479
1488.131,2.017954,-0.086821,0.016016
1488.230,2.015669,-0.098433,0.025686
1488.331,2.012754,-0.109199,0.029043
1488.430,2.007818,-0.118606,0.029773
1488.530,2.003586,-0.124125,0.024187
1488.630,1.99768,-0.124924,0.011163
1488.730,1.989722,-0.124778,-0.008825
1488.828,1.982149,-0.11626,-0.028767
1488.929,1.973772,-0.105093,-0.051173
1489.029,1.963545,-0.095811,-0.075226
1489.130,1.952085,-0.090358,-0.091173
1489.230,1.939122,-0.082347,-0.105484
1489.329,1.927817,-0.073319,-0.113175
1489.429,1.918311,-0.055599,-0.117254
1489.528,1.910783,-0.04136,-0.117497
1489.630,1.903967,-0.031706,-0.117486
1489.730,1.897247,-0.028639,-0.114846
1489.829,1.892261,-0.020504,-0.101525
1489.929,1.888863,-0.014926,-0.077901
1490.029,1.88816,-0.009672,-0.045279
1490.129,1.889861,-0.001893,-0.012627
1490.228,1.893415,0.005029,0.015045
1490.328,1.899282,0.008438,0.040198
1490.427,1.90617,0.008894,0.048066
1490.527,1.909076,0.005542,0.040087
1490.629,1.909221,0.000236,0.021082
1490.727,1.905998,-0.006227,-0.007158
1490.827,1.902888,-0.010618,-0.03623
1490.926,1.897212,-0.020539,-0.06016
1491.026,1.890576,-0.031578,-0.088128
1491.126,1.880861,-0.048406,-0.116205
1491.225,1.869926,-0.060012,-0.135424
1491.327,1.857798,-0.078318,-0.138098
1491.427,1.847597,-0.086842,-0.120266
1491.527,1.837395,-0.108505,-0.091357
1491.625,1.829603,-0.11727,-0.058991
1491.725,1.827412,-0.117163,-0.026508
1491.825,1.829631,-0.113601,0.00482
1491.925,1.834983,-0.117174,0.032709
1492.026,1.84164,-0.114745,0.051108
1492.126,1.852251,-0.109309,0.053788
1492.234,1.860753,-0.111189,0.036314
1492.325,1.867942,-0.113354,0.017991
1492.423,1.874401,-0.116954,-0.003931
1492.530,1.878767,-0.126308,-0.032676
1492.626,1.880574,-0.135376,-0.066109
1492.724,1.879755,-0.14344,-0.103556
1492.824,1.877747,-0.146015,-0.128586
1492.924,1.874334,-0.149287,-0.149537
1493.024,1.872378,-0.14921,-0.1524
1493.125,1.87176,-0.139096,-0.140291
1493.224,1.872607,-0.132212,-0.128903
1493.323,1.873244,-0.132219,-0.104836
1493.424,1.873387,-0.133624,-0.075815
1493.524,1.874877,-0.126113,-0.030619
1493.624,1.879226,-0.113716,0.01166
1493.724,1.885167,-0.104859,0.035803
1493.823,1.890439,-0.093697,0.046203
1493.923,1.895875,-0.088598,0.035386
1494.022,1.899003,-0.082161,0.017392
1494.123,1.901361,-0.073906,-0.008756
1494.223,1.903137,-0.064973,-0.037359
1494.322,1.906052,-0.052625,-0.062011
1494.422,1.907075,-0.049103,-0.091024
1494.523,1.904475,-0.059086,-0.122537
1494.623,1.899072,-0.074593,-0.139101
1494.722,1.893044,-0.091268,-0.135249
1494.823,1.888888,-0.09292,-0.106576
1494.921,1.888816,-0.089491,-0.070078
1495.021,1.893141,-0.077112,-0.029132
1495.121,1.900656,-0.070305,-0.001469
1495.221,1.911777,-0.058669,0.022289
1495.321,1.923152,-0.049869,0.031095
1495.422,1.936785,-0.043298,0.036416
1495.521,1.950289,-0.040276,0.026196
1495.623,1.963899,-0.038329,0.009817
1495.722,1.976227,-0.03843,-0.011862
1495.821,1.986716,-0.042502,-0.038165
1495.921,1.995349,-0.055963,-0.061354
1496.020,2.000115,-0.067107,-0.084907
1496.124,2.00302,-0.079891,-0.105327
1496.221,2.004788,-0.089198,-0.116064
1496.321,2.005179,-0.103511,-0.118238
1496.421,2.00493,-0.118267,-0.098668
1496.523,2.004892,-0.133444,-0.083023
1496.624,2.004692,-0.149657,-0.066545
1496.719,2.003954,-0.162954,-0.053209
1496.820,2.001375,-0.176825,-0.043192
1496.919,1.998227,-0.186614,-0.031983
1497.019,1.995195,-0.192368,-0.021406
1497.119,1.993703,-0.189636,-0.007257
1497.219,1.992939,-0.182042,-0.002331
1497.318,1.99361,-0.171864,-0.003587
1497.422,1.993981,-0.160155,-0.011474
1497.520,1.994625,-0.145941,-0.018557
1497.620,1.994066,-0.132044,-0.035843
1497.719,1.99092,-0.119229,-0.059455
1497.819,1.985396,-0.107298,-0.085185
1497.918,1.977346,-0.09751,-0.109308
1498.018,1.968096,-0.084247,-0.127129
1498.117,1.958449,-0.071524,-0.140797
1498.217,1.95036,-0.051787,-0.134973
1498.318,1.943238,-0.027318,-0.114065
1498.418,1.939824,-0.004732,-0.074021
1498.517,1.940745,0.025793,-0.022736
1498.618,1.942602,0.040349,0.00066
1498.717,1.942739,0.049088,0.008496
1498.819,1.942421,0.056572,0.007929
1498.917,1.951826,0.069291,0.009767
1499.017,1.953432,0.084319,0.004669
1499.117,1.955993,0.094285,0.002821
1499.217,1.957731,0.100313,-0.004871
1499.317,1.959556,0.102296,-0.013747
1499.420,1.963999,0.103206,-0.019296
1499.517,1.968707,0.098608,-0.018993
1499.616,1.972099,0.081383,-0.018882
1499.718,1.973253,0.058299,-0.024653
1499.815,1.972779,0.027815,-0.035131
1499.915,1.970695,-0.003767,-0.047209
1500.015,1.967807,-0.040245,-0.060939
1500.115,1.962261,-0.079287,-0.071119
1500.216,1.955252,-0.117522,-0.076347
1500.316,1.945087,-0.155942,-0.077223
1500.415,1.935336,-0.190398,-0.074124
1500.514,1.936791,-0.22218,-0.069125
1500.614,1.928952,-0.24406,-0.06341
1500.714,1.922515,-0.261645,-0.059018
1500.814,1.920127,-0.265368,-0.048936
1500.915,1.922858,-0.258084,-0.039674
1501.014,1.929919,-0.241838,-0.030775
1501.114,1.940301,-0.218372,-0.022061
1501.214,1.954223,-0.19402,-0.012674
1501.313,1.970452,-0.165682,-0.005991
1501.415,1.986304,-0.142266,-0.01451
1501.515,2.001914,-0.121325,-0.023385
1501.614,2.013861,-0.110153,-0.037007
1501.713,2.023226,-0.09899,-0.054418
1501.814,2.02854,-0.09528,-0.070279
1501.914,2.030216,-0.095999,-0.088108
1502.013,2.028833,-0.098028,-0.101591
1502.111,2.025949,-0.095188,-0.113053
1502.213,2.022779,-0.093967,-0.105675
1502.312,2.021174,-0.080431,-0.083115
1502.414,2.025482,-0.052388,-0.05066
1502.511,2.033309,-0.027105,-0.020958
1502.613,2.039239,-0.025368,-0.01386
1502.713,2.04178,-0.026344,-0.01988
1502.813,2.042888,-0.021173,-0.023853
1502.911,2.043817,-0.009784,-0.030706
1503.012,2.043317,-0.00888,-0.036373
1503.111,2.042118,-0.009905,-0.044207
1503.212,2.038201,-0.018305,-0.054571
1503.311,2.033377,-0.021565,-0.063284
1503.413,2.029065,-0.023248,-0.068119
1503.512,2.02474,-0.013395,-0.07329
1503.610,2.021833,-0.010385,-0.074344
1503.711,2.018514,-0.009464,-0.073282
1503.810,2.015627,-0.011192,-0.074972
1503.912,2.012372,-0.016276,-0.068107
1504.011,2.007599,-0.029205,-0.058795
1504.110,2.005881,-0.031305,-0.045086
1504.210,2.004757,-0.032091,-0.03586
1504.310,2.004833,-0.035486,-0.026598
1504.410,2.006739,-0.03352,-0.015779
1504.509,2.010693,-0.02337,-0.013283
1504.609,2.015083,-0.017137,-0.012709
1504.709,2.019706,-0.017382,-0.016206
1504.809,2.02423,-0.020499,-0.011755
1504.910,2.029494,-0.023092,-0.002019
1505.008,2.034714,-0.029948,0.003357
1505.108,2.038746,-0.038654,-0.001611
1505.208,2.042289,-0.050065,-0.008927
1505.308,2.043757,-0.066414,-0.016498
1505.408,2.04309,-0.084487,-0.028608
1505.508,2.039492,-0.106856,-0.04116
1505.608,2.034009,-0.121517,-0.052433
1505.710,2.029398,-0.129635,-0.059992
1505.814,2.022584,-0.136209,-0.068626
1505.907,2.014026,-0.142028,-0.081773
1506.007,2.005441,-0.142317,-0.096753
1506.109,1.995258,-0.137947,-0.107387
1506.207,1.984545,-0.13325,-0.112795
1506.307,1.975923,-0.124828,-0.105404
1506.407,1.968295,-0.113818,-0.096269
1506.507,1.963796,-0.093202,-0.077588
1506.605,1.962402,-0.065606,-0.057295
1506.707,1.964293,-0.034277,-0.050048
1506.810,1.965275,-0.012306,-0.046031
1506.907,1.967334,0.010988,-0.046595
1507.007,1.96997,0.03011,-0.050905
1507.106,1.971364,0.049097,-0.051785
1507.206,1.973732,0.059529,-0.050812
1507.306,1.973269,0.064288,-0.048473
1507.405,1.979492,0.064088,-0.037553
1507.505,1.978776,0.067697,-0.021597
1507.605,1.978486,0.067219,0.000749
1507.706,1.979846,0.071889,0.021232
1507.805,1.981195,0.071901,0.024316
1507.905,1.981706,0.064795,0.017711
1508.005,1.980449,0.057809,0.008672
1508.104,1.97855,0.049273,-0.0092
1508.205,1.975073,0.034202,-0.034479
1508.305,1.970235,0.020469,-0.058463
1508.405,1.963966,0.003449,-0.078114
1508.504,1.955678,-0.011526,-0.092891
1508.604,1.94832,-0.026217,-0.098324
1508.703,1.940615,-0.037176,-0.102985
1508.803,1.933923,-0.048717,-0.100235
1508.903,1.925483,-0.065871,-0.092152
1509.005,1.916963,-0.080959,-0.074156
1509.104,1.908676,-0.102412,-0.053015
1509.203,1.900618,-0.122088,-0.03539
1509.303,1.893568,-0.131923,-0.022403
1509.403,1.886068,-0.143659,-0.013413
1509.504,1.879643,-0.152109,-0.006554
1509.603,1.875424,-0.152566,0.002355
1509.703,1.871726,-0.149997,0.004159
